kdn kontonr;name 001;ans ustid;ans ustid2;Bearbeiter;Bearbeitungsstatus;Bearbeitungsart;Organisationsebene;Adresse Hauptsitz
32465;Holzbau Bruno Kaiser GmbH;DE 296 510 203;;0;Grün;Final;Hauptsitz;
32467;Otto Kind GmbH & Co. KG;DE122545290;;SK3;Grün;Final;Hauptsitz;
32478;Eisen Knorr GmbH;DE 813 894 978;;SK3;Grün;Final;Hauptsitz;
32482;Kurt Martens Tief- und Straßenbau GmbH;DE264071226;;SK3;Grün;Final;Hauptsitz;
32483;Kringloopcentrum Baarn-Bunschoten;NL006764800B01;NL006764800B01;SK3;;;;
32486;KONRAD KLEINER GmbH; DE 129204470;;SK3;Grün;Final;Hauptsitz;
32504;Fa. Stefan Kappelhoff GmbH;DE814316048;;SK3;Grün;Final;Hauptsitz;
32519;Kieslinger GmbH;ATU63009746;ATU63009746;0;;;;
32525;KAISER + KRAFT EUROPA GmbH;DE812680382;;0;Grün;Final;Versandhandelszentrum;
32527;Koopman International B.V.;NL007889550B01;NL007889550B01;0;;;;
33003;TIB Technischer Industrie-Bedarf Lackmann GmbH;DE 119 661 261 ;;SK3;Grün;Final;Hauptsitz;
33080;Entsorgungszentrum GmbH Lauchhammer;DE 157064311;;SK3;Grün;Final;Hauptsitz;
33145;Lentz & Schmahl GmbH & Co. KG;DE 123 481 561;;SK3;Grün;Final;Hauptsitz;
33153;Lerbs GmbH;DE325932497;;0;Grün;Final;Abhängige Niederlassung;
33208;LINDIG Fördertechnik GmbH; DE150379067;;SK3;Grün;Final;Hauptsitz;
33210;Lingemann GmbH;DE 123 058 594;;SK3;Grün;Final;Hauptsitz;
33236;Lobbe Entsorgung West GmbH & Co. KG;DE814695374;;0;Grün;Final;Abhängige Niederlassung;
33240;Lobbe Industrieservice GmbH & Co. KG;DE177881168;;0;Grün;Final;Abhängige Niederlassung;
33265;LORALTEC SAS;FR43311668156;FR43311668156;0;;;;
33314;Eduard Lutz Schrauben-Werkzeuge GmbH;DE183630833;;SK3;Grün;Final;Hauptsitz;
33316;Eduard Lutz Schrauben-Werkzeuge GmbH;DE183630833;;0;Grün;Final;Abhängige Niederlassung;
33343;Lüttmann Werkzeugmaschinen Vertriebs GmbH;DE 124 391 334;;SK3;Grün;Final;Hauptsitz;
33369;LINDE FÖRDERTECHNIK GmbH;ATU23330606;ATU23330606;0;;;;
33486;Ludden GmbH;DE 117 331 016;;SK3;Grün;Final;Hauptsitz;
33565;Hild-Löbbecke GmbH;DE 125080317;;SK3;Grün;Final;Hauptsitz;
33605;LASAULEC B.V.;NL007369633B01;NL007369633B01;0;;;;
33694;LIFTLEASE VERHUUR VORKHEFTRUCKS;NL009774294B01;NL009774294B01;0;;;;
33748;Lerbs GmbH;DE325932497;;0;Grün;Final;Abhängige Niederlassung;
33751;Lavastore B.V.B.A.;BE0466950377;BE0466950377;0;;;;
33792;Latexco n.v.;BE0437860275;BE0437860275;0;;;;
33807;Lemvigh-Müller A/S;DK56973311;DK56973311;0;;;;
33815;LAUER Lagertechnik GmbH;DE126448695;;SK3;Grün;Final;Hauptsitz;
33816;Lash & Lift Gesellschaft für Zurr- und;ATU57705148;ATU57705148;0;;;;
33845;LANXESS Deutschland GmbH;DE814000384;;0;Grün;Final;Abhängige Niederlassung;LANXESS Deutschland GmbH, Kaiser-Wilhelm-Straße 40, 51369 Leverkusen
33846;LAYER-Grosshandel GmbH & Co. KG;DE 813375661;;SK3;Grün;Final;Hauptsitz;
33891;LD Handel & Miljø A/S;DK25100808;DK25100808;0;;;;
33903;LAYER-Grosshandel GmbH & Co. KG;DE 813375661;;0;Grün;Final;Abhängige Niederlassung;
33959;Lobbe Industrieservice GmbH & Co. KG;DE177881168;;SK3;Grün;Final;Hauptsitz;
33978;LEVAC S.A.R.L.;LU21659558;LU21659558;0;;;;
34002;Loogman Carwash B.V.;NL804777408B01;NL804777408B01;0;;;;
34011;Lift Systems S.R.L.;RO19167116;RO19167116;0;;;;
34045;Lobbe Entsorgung West GmbH & Co. KG;DE814695374;;SK;Grün;Final;Hauptsitz;
34096;LHG Leipziger Handelsgesellschaft für Werkzeuge, Verbindungstechnik und Betriebsbedarf mbH;DE 199536147;;SK3;Grün;Final;Hauptsitz;
34116;Leonhard Weiss GmbH & Co. KG;DE 145554519;;SK;Grün;Final;Hauptsitz;
34123;Lubretec bvba;BE0835602540;BE0835602540;0;;;;
34143;Lerbs GmbH;DE325932497;;0;Grün;Final;Abhängige Niederlassung/ Duplikat;
34151;Entsorgungsbetriebe Lübeck;DE 135082828;;SK;Grün;Final;Hauptsitz;
34188;Lobbe Entsorgung West GmbH & Co. KG;DE814695374;;0;Grün;Final;Abhängige Niederlassung;
34216;Eduard Lutz Schrauben-Werkzeuge GmbH;DE183630833;;0;Grün;Final;Abhängige Niederlassung;
34218;LANXESS Deutschland GmbH;DE814000384;;SK3;Grün;Final;Hauptsitz;
34256;Laidra UAB;LT106687716;LT106687716;0;Grün;Final;Hauptsitz;
34283;Lyft & Surrningsredskap AB;SE556198890701;SE556198890701;0;;;;
34318;LIFTOP;FR06383463114;FR06383463114;0;;;;
34323;LINDNER WASHTECH GmbH;DE291367170;;SK3;Grün;Final;Hauptsitz;
34326;Esselent Solutions b.v.;NL810974289B01;NL810974289B01;0;;;;
34330;LOOTEN;FR80808394951;FR80808394951;0;;;;
34365;LUITEC B.V.;NL806582844B01;NL806582844B01;0;;;;
34377;QUINCAILLERIE MAHE SAS;FR90970200234;FR90970200234;0;;;;
34386;LINDIG Fördertechnik GmbH; DE150379067;;0;Grün;Final;Abhängige Niederlassung;
34391;Manutan, S.L.;ESB63632913;ESB63632913;0;Grün;Final;Hauptsitz;
34397;FRANCE COMPACT;FR93808990600;FR93808990600;0;;;;
34413;Maschinenring Westfalen-Lippe (MRWL) GmbH;DE313462228;;SK;Grün;Final;Hauptsitz;
34417;Mennens Groningen B.V.;NL004593224B01;NL004593224B01;0;;;;
34423;LINDE VILICAR d.o.o.;SI11164972;SI11164972;0;;;;
34450;LFF Scotland Ltd;GB751164644;GB751164644;0;;;;
34451;Lufthansa Technik;BE0463480945;BE0463480945;0;;;;
34454;LOOTEN SAS;FR80808394951;FR80808394951;0;;;;
34457;LEINAD GmbH;ATU64230246;ATU64230246;0;;;;
34458;MAHLE Polska Sp. z o.o.;PL6462353144;PL6462353144;0;;;;
34459;Linde Material Handling;ATU23330606;ATU23330606;0;;;;
34468;MWT GmbH;DE118671271;;SK3;Grün;Final;Hauptsitz;
34475;Maine Soudage SAS;FR81335202826;FR81335202826;0;;;;
34480;MANUTAN Polska Sp.z.o.o.;PL5482309884;PL5482309884;0;Grün;Final;Hauptsitz;
34490;LIGNATECH s.à.r.l.;LU28177085;LU28177085;0;;;;
34492;MONISA d.o.o. Cerknica;SI28038070;SI28038070;0;;;;
34501;SAS LOGIC EXPORT;FR83829352772;FR83829352772;0;;;;
34507;Lenz Steinmetz GmbH;ATU36255306;ATU36255306;0;;;;
34511;LM-Design;DE 234 921 645;;SK3;Grün;Final;Hauptsitz;
34512;Larsen & Buhl;NL858347465B01;NL858347465B01;0;;;;
34517;MAN Energy Solutions SE;DE 811 136 900;;0;Grün;Final;Abhängige Niederlassung;
34518;MAN Energy Solutions SE;DE 811 136 900;;SK3;Grün;Final;Hauptsitz;MAN Energy Solutions SE, Stadtbachstrasse 1, 86153 Augsburg
34525;MP Logistik GmbH;DE815107498;DE815107498;0;;;;
34538;Ing. Hans Lang GmbH;ATU33112805;ATU33112805;0;;;;
34540;MS de Vries;NL854623851B01;NL854623851B01;0;;;;
34547;Laborbau Systeme Hemling GmbH + Co. KG;DE814789974;;SK;Grün;Final;Hauptsitz;
34566;MA&LI Engineering GmbH;DE815595850;;SK;Grün;Final;Hauptsitz;
34587;META-Sisteme de Rafturi S.R.L.;RO29600712;RO29600712;0;Grün;Final;Hauptsitz;
34590;LEVAGE ACCESSOIRES SARL;FR59338547508;FR59338547508;0;;;;
34600;Landes High End Machining BV;NL850446351B01;NL850446351B01;0;;;;
34612;MARCELLI SAS;FR34434749222;FR34434749222;0;;;;
34618;MEIER Betonwerke GmbH;DE 133528550;;SK3;Grün;Final;Hauptsitz;
34626;Leadec Limited;GB167071800;GB167071800;SK;Grün;;Hauptsitz;
34627;CROUZET DAVID SERVICES EURL;FR92752468926;FR92752468926;0;;;;
34629;Manutan UK ;GB323608672;GB323608672;SK3;Grün;Final;Hauptsitz;
34637;VITAMOTOR SAS;FR15574803086;FR15574803086;0;;;;
34650;DEMCON;NL801833723B01;NL801833723B01;0;;;;
34653;M-RACK;NL158491531B01;NL158491531B01;0;;;;
34657;Mabéo Industries SAS;FR16332564954;FR16332564954;0;;;;
34658;Mabéo Industries SAS;FR16332564954;FR16332564954;0;;;;
34665;LA MAISON DU BISCUIT SAS;FR23378508295;FR23378508295;0;;;;
34666;MB Services Industrie EURL;FR51533034898;FR51533034898;0;;;;
34670;MEYER GmbH;DE116879790;;0;Grün;Final;Abhängige Niederlassung/ Anlieferadresse;
34674;FRANCE COMPACT SAS;FR76852235878;FR76852235878;0;;;;
34676;Metaalhandel Blokdijk;NL824329491B01;NL824329491B01;0;;;;
34677;Meubelfabriek M & M;NL813066013B01;NL813066013B01;0;;;;
34683;Murtech Tools;RO36402599;RO36402599;SK3;;;;
34684;SAS Lynx France;FR71808351589;FR71808351589;SK;Grün;Final;Hauptsitz;
34691;MZ-TECH KFT.;HU23170283;HU23170283;0;;;;
34694;Lerbs GmbH;DE325932497;;SK3;Grün;Final;Hauptsitz;
34696;Mercedes-Benz AG;DE812526315;;0;;;;Ust ID von Daimler AG
34699;MANUT 51 SARL;FR50479424582;FR50479424582;0;;;;
34702;Lerbs GmbH;DE325932497;;SK3;Grün;Final;Abhängige Niederlassung;
34707;Liqson;BE0642735856;BE0642735856;0;;;;
34708;MEYER GmbH;DE116879790;;SK3;Grün;Final;Hauptsitz;
34709;MECACOUPE SAS;FR75304605629;FR75304605629;0;;;;
34719;Mercedes-Benz AG;DE812526315;;0;;;;Ust ID von Daimler AG
34720;Lifting365 Web Store Limited;IE3520151CH;IE3520151CH;0;;;;
34721;Mercedes-Benz AG;DE321281763;;SK3;Grün;Final;Abhängige Niederlassung;Mercedes-Benz AG, Mercedesstraße 120, 70372 Stuttgart
34733;LEPAGE GRANIT SARL;FR38764800033;FR38764800033;0;;;;
34737;Metsa Equipment BV;NL009525877B01;NL009525877B01;0;;;;
34739;Mercedes-Benz AG;DE321281763;;0;;;Abhängige Niederlassung;Mercedes-Benz AG, Mercedesstraße 120, 70372 Stuttgart
34743;MAINTLOG SAS;FR67451875553;FR67451875553;0;;;;
35147;MATERIEL ELWE SERVICE S.r.l.;LU11606206;LU11606206;SK;;;;
35167;Wilhelm Mayer GmbH & Co. KG  Nutzfahrzeuge;DE 130837826;;SK3;Grün;Final;Hauptsitz;
35173;MAYFRAN LIMBURG B.V.;NL001729937B01;NL001729937B01;0;;;;
35208;Meinhardt Städtereinigung GmbH & Co. KG;DE114347983;;SK3;Grün;Final;Hauptsitz;
35229;Mennens Hengelo B.V.;NL821523302B01;NL821523302B01;0;;;;
35280;Merck KGaA;DE811850788;;0;Grün;Final;Hauptsitz;
35515;Ernst Müller GmbH & Co. KG;DE133255366;;SK3;Grün;Final;Hauptsitz;
35652;MPT Mess + Prozesstechnik GmbH;DE113573414;;SK3;Grün;Final;Hauptsitz;
35684;MEG Mülheimer Entsorgungsgesellschaft mbH;DE187329640;;SK3;Grün;Final;Hauptsitz;
35834;MANUTAN SA SPE00223;FR17334668852;FR17334668852;SK;Grün;Final;Hauptsitz;
35866;Manutan N.V.;BE0414642831;BE0414642831;SK3;Grün;Final;Hauptsitz;
35877;Werkzeugprofi GmbH;DE321556920 ;;SK3;Grün;Final;Hauptsitz;
35928;Franz Moser Ges. m.b.H.;ATU26396904;ATU26396904;0;;;;
36027;Mécanauto SARL;LU10324505;LU10324505;0;;;;
36093;Märklen GmbH & Co. KG;DE 145805002;;SK3;Grün;Final;Hauptsitz;
36145;Fluidor Equipment B.V.;NL812043546B01;NL812043546B01;0;;;;
36192;META-Regalbau GmbH & Co. KG;DE111797160;;SK;Grün;Final;Hauptsitz;
36205;Minimax Mobile Services GmbH & Co. KG;DE242349370;;SK;Grün;Final;Hauptsitz;
36214;Metalced n.v.;BE0404036573;BE0404036573;0;;;;
36237;Menningen Industrie- u. Baubedarf GmbH & Co. KG;DE 813747414;;SK3;Grün;Final;Hauptsitz;
36253;MAGEMA B.V.;NL005671450B01;NL005671450B01;0;;;;
36263;METALTRE S.r.l.;IT02396570240;IT02396570240;0;;;;
36284;Merck-Schuchardt OHG;DE0006599905;;0;Grün;Final;Hauptsitz;
36293;M.S. 42 Manuquip Loire;FR28421263989;FR28421263989;0;;;;
36316;MCB Milieu & Techniek;NL808428834B01;NL808428834B01;0;;;;
36357;Outipro Manuquip Haute Normandie sàrl;FR82379710080;FR82379710080;0;;;;
36373;MEYER HUNGARIA Kft.;HU12144169;HU12144169;0;;;;
36381;Mlakar vilicari d.o.o.;HR02429758404;HR02429758404;0;;;;
36404;SISAM SARL;FR32327234001;FR32327234001;0;;;;
36454;MINISTERIE VAN DEFENSIE;NL008078452B16;NL008078452B16;0;;;;
36459;Manutan ;PT504779079;PT504779079;SK3;Grün;Final;Hauptsitz;
36462;Manutention Service Dauphine;FR59332186345;FR59332186345;0;;;;
36470;Martel Betriebseinrichtungen GmbH & Co. KG;DE256321640;;SK3;Grün;Final;Hauptsitz;
36518;Manutention Service Dauphiné SASU;FR59332186345;FR59332186345;0;;;;
36530;Mennens Amsterdam B.V.;NL811126006B04;NL811126006B04;0;;;;
36551;MANUTAN Italia S.p.A.;IT02097170969;IT02097170969;0;Grün;Final;Hauptsitz;
36563;HUNAULT MANUTENTION - MANUQUIP;FR40378315691;FR40378315691;0;;;;
36600;Merck KGaA;DE811850788;;SK3;Grün;Final;Hauptsitz;
36631;MANUTAN s.r.o.;CZ25820702;CZ25820702;SK3;Grün;Final;Hauptsitz;
36678;MANULOC OUEST SAS;FR73538409061;FR73538409061;0;;;;
36743;Banketbakkerij Merba;NL001921460B01;NL001921460B01;0;;;;
36768;ETS J MARTIN SAS;FR23311765796;FR23311765796;0;;;;
36781;MULTIPARTS - MANULOC sàrl;FR86487753014;FR86487753014;0;;;;
36797;Mennens Dongen B.V.;NL811126006B01;NL811126006B01;0;;;;
36837;Manutan B.V.;NL004003901B01;NL004003901B01;SK;Grün;Final;Hauptsitz;Manutan B.V., Elandlaan 2, 3734 CP Den Dolder, Niederlande
36865;MANUQUIP WEB LEM;FR04421206848;FR04421206848;0;;;;
36874;Mayr-Melnhof Karton;ATU37002202;ATU37002202;0;;;;
36878;MATELEV SAS;FR94332360213;FR94332360213;0;;;;
36900;META-Lagertechnik GmbH;ATU28734705;ATU28734705;0;Grün;Final;Hauptsitz;
36905;MCT MultiChannel Trade GmbH;DE 295184127;;SK3;Grün;Final;Hauptsitz;
36908;Mondial Industrie S.A.;LU17159604;LU17159604;0;;;;
36912;Manutan Deutschland GmbH;DE146018450;;0;Grün;Final;Hauptsitz;
36917;Manutan GmbH;CHE107426872;;0;Grün;Final;Hauptsitz;
36932;Service comptabilité fournisseurs;FR31330023656;FR31330023656;0;;;;
36945;Financieel Administratie en;NL008078452B16;NL008078452B16;0;;;;
36961;MANUEST;FR22401369772;FR22401369772;0;;;;
36962;MULTI CHARIOTS SARL;FR67448076257;FR67448076257;0;;;;
36977;Ministerie van Defensie;NL008078452B16;NL008078452B16;0;;;;
36984;Midi-Pyrénées Manutention SAS;FR68324190735;FR68324190735;0;;;;
36992;Marcoflex N.V.;BE0400691162;BE0400691162;0;;;;
37005;Mennens Rotterdam B.V.;NL811126006B03;NL811126006B03;0;;;;
37024;MANULOC PICARDIE;FR04440750214;FR04440750214;0;;;;
37042;D3M RHONE ALPES SARL;FR78391092673;FR78391092673;0;;;;
37051;Heftruck Verhuur A. Maat B.V.;NL005585326B01;NL005585326B01;0;;;;
38077;Wilhelm Nibler GmbH & Co. KG;DE143290254;;SK3;Grün;Final;Hauptsitz;
38087;Friedrich Niemann GmbH & Co. KG;DE 134 959 036;;SK3;Grün;Final;Abhängige Niederlassung;Friedrich Niemann GmbH & Co. KG, Eichkoppelweg 103, 24119 Kronshagen
38145;NORDWEST Handel AG;DE125132919;;SK;Grün;Final;Hauptsitz;
38213;NOUVEAUX ETS LIEBAERT S.a.r.l.;LU13516866;LU13516866;0;;;;
38214;NEUBERG S.A.;LU12003967;LU12003967;SK3;;;;
38234;Industriebedarf Niemann-Laes GmbH;DE 814569215;;SK3;Grün;Final;Hauptsitz;
38253;Friedrich Niemann GmbH & Co. KG;DE 134 959 036;;SK3;Grün;Final;Abhängige Niederlassung;Friedrich Niemann GmbH & Co. KG, Eichkoppelweg 103, 24119 Kronshagen
38258;N.C. Nielsen A/S;DK41118814;DK41118814;0;;;;
38269;E.W. NEU GmbH;DE811239368;;SK3;Grün;Final;Hauptsitz;
38288;Nederlandse Aardolie Maatschappij B.V.;NL003014861B01;NL003014861B01;0;;;;
38390;Nagel Werkzeug-Maschinen GmbH;DE 813305185;;SK3;Grün;Final;Hauptsitz;
38391;E.W. NEU GmbH;DE811239368;;SK3;Grün;Final;Abhängige Niederlassung;
38434;HKL Baumaschinen GmbH;DE 118 663 931;;0;Grün;Final;Abhängige Niederlassung;
38444;NNRD Northern Netherlands Reinigungsservice B.V.;NL806530212B01;NL806530212B01;SK3;Grün;Final;Hauptsitz;
38462;NICO-Technika Kft;HU11523323;HU11523323;SK3;;;;
38466;NICO-Technika KfT;HU11523323;HU11523323;0;;;;
38582;Nipotec ApS;DK32559867;DK32559867;0;;;;
38596;NOYER SAFIA SAS;FR53775629991;FR53775629991;0;Grün;Final;Hauptsitz;
38614;Industriebedarf Niemann-Laes GmbH;DE 814569215;;0;Grün;Final;Abhängige Niederlassung;
38661;NIKETRANS TARGONCA KFT.;HU12649633;HU12649633;0;;;;
38673;Novotransz Kft.;HU10441226;HU10441226;0;;;;
38691;Noviol Noord B.V.;NL850695077B01;NL850695077B01;0;;;;
38710;Nagel Werkzeug-Maschinen GmbH;DE 813305185;;0;Grün;Final;Abhängige Niederlassung;
38724;Friedrich Niemann GmbH & Co. KG;DE 134 959 036;;0;Grün;Final;Abhängige Niederlassung;Friedrich Niemann GmbH & Co. KG, Eichkoppelweg 103, 24119 Kronshagen
38725;St. Noppes Zaanstreek Waterland;NL820782002B01;NL820782002B01;0;;;;
38735;N D FAST SAS;FR85530786029;FR85530786029;0;;;;
38739;NOW Netherlands B.V.;NL853400544B01;NL853400544B01;0;;;;
38749;Industriebedarf Niemann-Laes GmbH;DE 814569215;;SK3;Grün;Final;Abhängige Niederlassung;
38756;Neubauer GmbH & Co.KG;DE127583481;;SK;Grün;Final;Hauptsitz;
38759;NOYER SAFIA;FR53775629991;FR53775629991;0;Grün;Final;Abhängige Niederlassung;
40022;Odenwälder Baumaschinen GmbH;DE 811 269 934;;SK3;Grün;Final;Hauptsitz;
40028;Oeko-Service;LU14581028;LU14581028;SK3;;;;
40150;OY KONTUTEK AB;FI06638603;FI06638603;0;;;;
40155;Orego bvba;BE0465355520;BE0465355520;0;;;;
40189;Ortjohann & Kraft Werkzeuge- und Maschinenhandel GmbH;DE 174789415;;SK3;Grün;Final;Hauptsitz;
40287;Ortner und Stanger;ATU31531606;ATU31531606;0;;;;
40325;OUTILACIER SAS;FR32957524093;FR32957524093;0;;;;
40336;OUTILAC S.A.;BE0403971643;BE0403971643;0;;;;
40365;O'Neill GmbH;GB975644376;GB975644376;0;;;;
40369;Keenfuel B.V.;NL821564602B01;NL821564602B01;0;;;;
40402;OUTILLAGE 57;FR67402296719;FR67402296719;SK3;;;;
40407;OREXAD;FR65320955396;FR65320955396;0;;;;
40422;OROSOLV EST;FR79488225434;FR79488225434;SK3;;;;
40433;Oude Reimer BV;NL001066596B01;NL001066596B01;0;;;;
40456;ORTEC Industrie SAS;FR65060801396;FR65060801396;0;;;;
40465;Oread Deutschland GmbH;DE266292859;;SK3;Grün;Final;Hauptsitz;
40478;OUTILAC;BE0403971643;BE0403971643;0;;;;
40480;OREXAD;FR65320955396;FR65320955396;0;;;;
40488;OSI Service & Quality;BE0890767925;BE0890767925;0;;;;
40490;Opel Manufacturing Poland Sp.z.o.o.;PL6311206445;PL6311206445;0;;;;
40501;BOQUIN SCMR;FR65320955396;FR65320955396;0;;;;
40502;OREXAD CHAUMEIL;FR65320955396;FR65320955396;0;;;;
40508;Optimum Store Technik Kft.;HU14238253;HU14238253;0;;;;
40518;OREXAD Glaize-Ais;FR65320955396;FR65320955396;0;;;;
40525;OREXAD SAS;FR65320955396;FR65320955396;0;;;;
40529;OREXAD SAS;FR65320955396;FR65320955396;0;;;;
40531;OREXAD SAS;FR65320955396;FR65320955396;0;;;;
40533;OREXAD SAS;FR65320955396;FR65320955396;0;;;;
40538;AREVA NC SA;FR10305207169;FR10305207169;0;;;;
40540;OUTILAC - DE MUNTER SA;BE0696763074;BE0696763074;SK3;;;;
40547;OUTILAC - DE MUNTER SA;BE0696763074;BE0696763074;0;;;;
40548;Omco International NV;BE0479947387;BE0479947387;0;;;;
40555;OREXAD;FR65320955396;FR65320955396;0;;;;
40557;Oxea Services GmbH;DE815643672;DE815643672;0;;;;
40558;OREXAD FIM;FR65320955396;FR65320955396;0;;;;
40565;OREXAD FIMATEC;FR65320955396;FR65320955396;0;;;;
40569;OREXAD;FR65320955396;FR65320955396;0;;;;
40572;OMRIN Afvalsturing Friesland N.V.;NL806350672B01;NL806350672B01;0;;;;
40573;Op den Velde Industrie B.V.;NL807564941B02;NL807564941B02;0;;;;
40574;OREXAD;FR65320955396;FR65320955396;0;;;;
42002;Padberg + Palatec Logistic GmbH;DE 124 280 665;;SK3;Grün;Final;Hauptsitz;
42060;Pelzer Fördertechnik GmbH;DE123503110;;SK3;Grün;Final;Hauptsitz;
42146;PIEL Die technische Großhandlung GmbH;DE 296619588;;SK3;Grün;Final;Hauptsitz;
42301;Prüßner Werkzeuge, Maschinen, Industriebedarf, Handel GmbH;DE154355541;;SK3;Grün;Final;Hauptsitz;
42380;PTB Transportmiddelen B.V.;NL008484235B01;NL008484235B01;0;;;;
42441;Pielsch GmbH;DE 134 880 979;;SK3;Grün;Final;Hauptsitz;
42503;Pfeifer Seil- und Hebetechnik GmbH;DE812339561;;SK3;Grün;Final;Hauptsitz;
42690;Hch. Perschmann GmbH;DE206012308;;SK;Grün;Final;Hauptsitz;
42734;ProfiService GmbH;IT02583770215;IT02583770215;0;;;;
42792;Pfitscher Staplertechnik GmbH;ATU61228736;ATU61228736;0;;;;
42837;Pillen Investments B.V.;NL810816763B01;NL810816763B01;0;;;;
42843;Probin Telder bouw en industrie b.v.;NL007043880B01;NL007043880B01;0;;;;
42878;Protectoplus Lager- und Umwelttechnik GmbH;DE811556969;;SK3;Grün;Final;Hauptsitz;
42880;PLASTIC OMNIUM SYSTEMES URBAINS;FR09778151944;FR09778151944;0;;;;
42887;Paragon Pet Products Europe B.V.;NL812473632B01;NL812473632B01;0;;;;
42889;Steinmetzwerkzeuge Paulus; DE813353267;;0;Grün;Final;Hauptsitz;
42922;Protecta Solutions b.v.b.a.;BE0887300966;BE0887300966;SK3;Grün;Final;Hauptsitz;
42939;Prins Mechanisatie B.V.;NL005577044B01;NL005577044B01;SK3;Grün;Final;Hauptsitz;
42949;PROEKO SERWIS Sp.z o.o.;PL6182064841;PL6182064841;0;;;;
42954;Progé binnenafwerking B.V.;NL810275739B01;NL810275739B01;0;;;;
42971;Point Solutions S.à.r.l.;LU24919180;LU24919180;0;;;;
43000;PROVOST DISTRIBUTION SA;FR68389292673;FR68389292673;0;;;;
43019;SC PARCON Freiwald SRL;RO31540205;RO31540205;0;;;;
43040;Prodex North European;BE0439565495;BE0439565495;SK3;;;;
43048;Peinemann Heftrucks B.V.;NL007146607B01;NL007146607B01;0;;;;
43057;Precitool Werkzeughandel GmbH & Co. KG / Zentrallager;DE194349734;;SK;Grün;Final;Hauptsitz;
43058;Groupe PALVAC;FR68792791915;FR68792791915;SK3;Grün;Final;Hauptsitz;
43080;Polypal Germany GmbH;DE113871366;;SK;Grün;Final;Hauptsitz;
43093;Bc. Irena Langová - ProfiBAU;CZ7659223330;CZ7659223330;0;;;;
43094;PV Automotive GmbH;DE813546789;;0;Grün;Final;Hauptsitz;
43123;Prevotech BVBA;BE0645731671;BE0645731671;0;;;;
43138;PCA Total Supply;NL157356619B02;NL157356619B02;0;;;;
43140;PK Produkter AB;SE556333897801;SE556333897801;0;;;;
43145;PLASTIC OMNIUM CARAIBES;FR90332127638;FR90332127638;SK3;;;;
43150;PV Automotive GmbH;DE813546789;;SK;Grün;Final;Abhängige Niederlassung;
43195;PRODPRO Industrial, S.L.;ESB66363532;ESB66363532;0;;;;
43198;Pagát Gold Zrt.;HU12262667;HU12262667;0;;;;
43204;PSILOS SERVICES & Constructions LTD;CY10166756V;CY10166756V;0;;;;
43208;PreciDenn SAS;FR18439999277;FR18439999277;0;;;;
43215;Produits Chimiques de Loos SAS;FR81327744108;FR81327744108;0;;;;
43216;Phoenix Forklift Kft.;HU12678859;HU12678859;0;;;;
43221;Plastic Omnium Urban Systems/Sulo;GB682628114;GB682628114;0;Grün;;;
43224;ProfiBAU Chrudim, s.r.o.;CZ06890393;CZ06890393;0;;;;
43234;Plastic Omnium Systèmes Urbains SASU;FR09778151944;FR09778151944;0;;;;
43236;PICARDIE BIOMASSE ENERGIE SAS;FR62513449470;FR62513449470;0;;;;
43238;Primoteq B.V.;NL818487847B01;NL818487847B01;0;;;;
43244;Parkelj servis d.o.o.;SI70549800;SI70549800;0;;;;
43250;ParaFirst;NL137723660B02;NL137723660B02;0;;;;
43259;Perk;NL004129210B01;NL004129210B01;0;;;;
43263;Power Oil Rostock GmbH;DE 137 73 91 21;;SK3;Grün;Final;Hauptsitz;
43266;PROFIL ALSACE SAS;FR08492976535;FR08492976535;0;;;;
43267;pewag ROMANIA SRL;RO34524344;RO34524344;0;;;;
43269;SULO La Réunion;FR18324927789;;SK3;Grün;Final;Hauptsitz;
43270;Prüßner Werkzeuge, Maschinen, Industriebedarf, Handel GmbH;DE154355541;;0;Grün;Final;Abhängige Niederlassung;
43271;PMG Füssen GmbH;DE128674453;;SK3;Grün;Final;Hauptsitz;
43272;Proffix;BE0453053346;BE0453053346;0;;;;
43279;PROFISHOP GmbH;ATU74668068;ATU74668068;0;Grün;Final;Nur für Ausländische Ust ID;
43280;PROFISHOP GmbH;FR63852033273;FR63852033273;0;Grün;Final;Nur für Ausländische Ust ID;
43283;Plastika Virant d.o.o.o;SI80522815;SI80522815;0;;;;
43288;PPG Hemmelrath Lackfabrik GmbH;DE132087369;;SK3;Grün;Final;Hauptsitz;
43290;PEHAVO;NL005492051B01;NL005492051B01;0;;;;
43297;PASS-PORT SARL;FR22411768948;FR22411768948;0;;;;
44036;STILL MATERIAL HANDLING ROMANIA SRL;RO23621570;RO23621570;0;;;;
44066;REMONDIS Industrie Service GmbH & Co. KG;DE813227281;;0;Grün;Final;Abhängige Niederlassung;
44070;Staplerwelt Süd GmbH;DE204474596;;0;Grün;Final;Hauptsitz;
44091;SMG-DC Savoie SA;FR95775595085;FR95775595085;0;;;;
44097;SUEZ RR IWS Chemicals France SAS;FR92444548440;FR92444548440;0;;;;
44102;SSI SCHÄFER SHOP GMBH;LU27260284;LU27260284;SK3;;;Hauptsitz;
44130;Sterkendries Agri;BE0830399281;BE0830399281;0;;;;
44146;INOVIM Nederland BV;NL857064125B01;NL857064125B01;0;;;;
44156;Suministros Industriales Adarra;ESA20102455;ESA20102455;0;;;;
